date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:32:12	65775/65775	---MC-	200	added ('200')	text/html	date:Thu,%2028%20Aug%202025%2007:32:11%20GMT	https://josunhotel.com/hotel/pangyo.do	/Users/jungyunseong/Documents/Development/Web/clinicplate-homepage3/josunhotel.com/hotel/pangyo.html	(from https://josunhotel.com/hotel/JosunPalace.do)
16:32:14	60859/60859	---MC-	200	added ('200')	text/html	date:Thu,%2028%20Aug%202025%2007:32:12%20GMT	https://josunhotel.com/hotel/fpbsSeoul.do	/Users/jungyunseong/Documents/Development/Web/clinicplate-homepage3/josunhotel.com/hotel/fpbsSeoul.html	(from https://josunhotel.com/hotel/JosunPalace.do)
16:32:15	61988/61988	---MC-	200	added ('200')	text/html	date:Thu,%2028%20Aug%202025%2007:32:13%20GMT	https://josunhotel.com/hotel/fpbsMyeongdong.do	/Users/jungyunseong/Documents/Development/Web/clinicplate-homepage3/josunhotel.com/hotel/fpbsMyeongdong.html	(from https://josunhotel.com/hotel/JosunPalace.do)
16:32:16	129325/129325	---M--	200	added ('OK')	image/jpeg	etag:%2280fbdcf558bffc864d7bddcd3addcf39%22	https://s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/10850041628004783972%ea%b0%9c%ec%b8%a0%eb%b9%84+%ed%8f%ac%ec%8a%a4%ed%84%b0+2680470.jpg	/Users/jungyunseong/Documents/Development/Web/clinicplate-homepage3/s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/10850041628004783972%ea%b0%9c%ec%b8%a0%eb%b9%84+%ed%8f%ac%ec%8a%a4%ed%84%b0+2680470.jpg	(from https://josunhotel.com/hotel/JosunPalace.do)
16:32:16	714427/714427	---M--	200	added ('200')	image/jpeg	date:Thu,%2028%20Aug%202025%2007:32:14%20GMT	https://josunhotel.com/revolution/content/fileImage.do?fileId=426021&cntntsSn=426020	/Users/jungyunseong/Documents/Development/Web/clinicplate-homepage3/josunhotel.com/revolution/content/img_visual_palaceecff.jpg;	(from https://josunhotel.com/hotel/JosunPalace.do)
16:32:18	569267/569267	---M--	200	added ('OK')	image/jpeg	etag:%22ffed7fe08d5dce3dae002163652530a3%22	https://s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/14235092870429703387680X470.png	/Users/jungyunseong/Documents/Development/Web/clinicplate-homepage3/s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/14235092870429703387680X470.jpg	(from https://josunhotel.com/hotel/JosunPalace.do)
16:32:19	119950/119950	---M--	200	added ('OK')	image/jpeg	etag:%22ff193c2c370c51cab3186a2b7c77454d%22	https://s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/13538750556303802892%eb%a7%9d%ea%b3%a0%eb%b9%99%ec%88%98(%ea%b3%a0%ed%99%94%ec%a7%88)680470.jpg	/Users/jungyunseong/Documents/Development/Web/clinicplate-homepage3/s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/13538750556303802892%eb%a7%9d%ea%b3%a0%eb%b9%99%ec%88%98(%ea%b3%a0%ed%99%94%ec%a7%88)680470.jpg	(from https://josunhotel.com/hotel/JosunPalace.do)
16:32:20	72500/72500	---M--	200	added ('OK')	image/jpeg	etag:%22368c4bb07d5c05d200c95c8a15a9b4ce%22	https://s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/16177136011130346979MicrosoftTeams-image680470.jpg	/Users/jungyunseong/Documents/Development/Web/clinicplate-homepage3/s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/16177136011130346979MicrosoftTeams-image680470.jpg	(from https://josunhotel.com/hotel/JosunPalace.do)
16:32:21	107278/107278	---M--	200	added ('OK')	image/jpeg	etag:%22ae03191ba039857ec94e2da7b9c156c2%22	https://s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/16970073187323288258680%40470+2.jpg	/Users/jungyunseong/Documents/Development/Web/clinicplate-homepage3/s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/16970073187323288258680@470+2.jpg	(from https://josunhotel.com/hotel/JosunPalace.do)
16:32:21	920507/920507	---M--	200	added ('OK')	image/jpeg	etag:%22f0e6e5b1266aa5732b57be41890bdf84%22	https://s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/2764851512695543129%e1%84%8f%e1%85%b3%e1%86%af%e1%84%85%e1%85%a5%e1%86%b8%e1%84%8c%e1%85%a9%e1%84%89%e1%85%a5%e1%86%ab+5%e1%84%8c%e1%85%ae%e1%84%82%e1%85%a7%e1%86%ab+%e1%84%91%e1%85%a2%e1%84%8f%e1%85%b5%e1%84%8c%e1%85%b5-01.jpg	/Users/jungyunseong/Documents/Development/Web/clinicplate-homepage3/s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/2764851512695543129%e1%84%8f%e1%85%b3%e1%86%af%e1%84%85%e1%85%a5%e1%86%b8%e1%84%8c%e1%85%a9%e1%84%89%e1%85%a5%e1%86%ab+5%e1%84%8c%e1%85%ae%e1%84%82%e1%85%a7%e1%86%ab+%e1%84%91%e1%85%a2%e1%84%8f%e1%85%b5%e1%84%8c%e1%85%b5-01.jpg	(from https://josunhotel.com/hotel/JosunPalace.do)
16:32:22	144137/144137	---M--	200	added ('OK')	image/jpeg	etag:%22ef57c994323e254ff76ad6ec38aeb11c%22	https://s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/14882810494947500849%e1%84%87%e1%85%ae%e1%84%8f%e1%85%a6_680_470.jpg	/Users/jungyunseong/Documents/Development/Web/clinicplate-homepage3/s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/14882810494947500849%e1%84%87%e1%85%ae%e1%84%8f%e1%85%a6_680_470.jpg	(from https://josunhotel.com/hotel/JosunPalace.do)
16:32:22	263/263	---MC-	403	error ('Forbidden')	application/xml	date:Thu,%2028%20Aug%202025%2007:32:22%20GMT	https://s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/3438322796013535481%e1%84%8b%e1%85%a1%e1%84%8e%e1%85%b5+%e1%84%8c%e1%85%a5%e1%86%bc%e1%84%86%e1%85%a7%e1%86%ab_680_470.jpg	/Users/jungyunseong/Documents/Development/Web/clinicplate-homepage3/s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/3438322796013535481%e1%84%8b%e1%85%a1%e1%84%8e%e1%85%b5+%e1%84%8c%e1%85%a5%e1%86%bc%e1%84%86%e1%85%a7%e1%86%ab_680_470.20.delayed	(from https://josunhotel.com/hotel/JosunPalace.do)
16:32:24	136404/136404	---M--	200	added ('OK')	image/jpeg	etag:%220f4d182ac0eaec706c59dcc570b181ad%22	https://s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/6969518115959512441%e1%84%91%e1%85%a6%e1%86%ba_680_470_%e1%84%8a%e1%85%a5%e1%86%b7%e1%84%82%e1%85%a6%e1%84%8b%e1%85%b5%e1%86%af.jpg	/Users/jungyunseong/Documents/Development/Web/clinicplate-homepage3/s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/6969518115959512441%e1%84%91%e1%85%a6%e1%86%ba_680_470_%e1%84%8a%e1%85%a5%e1%86%b7%e1%84%82%e1%85%a6%e1%84%8b%e1%85%b5%e1%86%af.jpg	(from https://josunhotel.com/hotel/JosunPalace.do)
16:32:24	263/263	---MC-	403	error ('Forbidden')	application/xml	date:Thu,%2028%20Aug%202025%2007:32:24%20GMT	https://s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/7131370341735599433GRAND+RECEPTION_680x470+(1).jpg	/Users/jungyunseong/Documents/Development/Web/clinicplate-homepage3/s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/7131370341735599433GRAND+RECEPTION_680x470+(1).22.delayed	(from https://josunhotel.com/hotel/JosunPalace.do)
16:32:25	263/263	---MC-	403	error ('Forbidden')	application/xml	date:Thu,%2028%20Aug%202025%2007:32:24%20GMT	https://s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/11488920662838799182%ea%b9%8c%eb%a5%b4%ed%8e%98%eb%94%94%ec%97%a0+680_470.jpg	/Users/jungyunseong/Documents/Development/Web/clinicplate-homepage3/s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/11488920662838799182%ea%b9%8c%eb%a5%b4%ed%8e%98%eb%94%94%ec%97%a0+680_470.23.delayed	(from https://josunhotel.com/hotel/JosunPalace.do)
16:32:27	200357/200357	---M--	200	added ('OK')	image/jpeg	etag:%22feaba54980867c16ed7c30378da4e198%22	https://s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/14156089484275419348LC_SELLC_Grand+Masters+Suite_Livingroom680470.jpg	/Users/jungyunseong/Documents/Development/Web/clinicplate-homepage3/s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/14156089484275419348LC_SELLC_Grand+Masters+Suite_Livingroom680470.jpg	(from https://josunhotel.com/hotel/JosunPalace.do)
16:32:28	188625/188625	---M--	200	added ('OK')	image/jpeg	etag:%2214bd33e50fc4b2e1a938d869fe7b6d15%22	https://s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/4110230765342179507LC_SELLC_Grand+Masters680470.jpg	/Users/jungyunseong/Documents/Development/Web/clinicplate-homepage3/s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/4110230765342179507LC_SELLC_Grand+Masters680470.jpg	(from https://josunhotel.com/hotel/JosunPalace.do)
16:32:29	119184/119184	---M--	200	added ('OK')	image/jpeg	etag:%22c1d287507a83448647f5ec3422cf4528%22	https://s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/4781237229941896515LC_SELLC_Masters_King680470.jpg	/Users/jungyunseong/Documents/Development/Web/clinicplate-homepage3/s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/4781237229941896515LC_SELLC_Masters_King680470.jpg	(from https://josunhotel.com/hotel/JosunPalace.do)
16:32:30	134176/134176	---M--	200	added ('OK')	image/jpeg	etag:%22e055dfabed7d4113c6da4b0ac3f30f7a%22	https://s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/4331712272450529091IRD680470.jpg	/Users/jungyunseong/Documents/Development/Web/clinicplate-homepage3/s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/4331712272450529091IRD680470.jpg	(from https://josunhotel.com/hotel/JosunPalace.do)
16:32:31	110950/110950	---M--	200	added ('OK')	image/jpeg	etag:%22e379392fd4323aa5df130e6d0823d3a4%22	https://s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/14690938990527965817%eb%8f%88%ea%b0%80%ec%b8%a0680470.jpg	/Users/jungyunseong/Documents/Development/Web/clinicplate-homepage3/s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/14690938990527965817%eb%8f%88%ea%b0%80%ec%b8%a0680470.jpg	(from https://josunhotel.com/hotel/JosunPalace.do)
16:32:32	220327/220327	---M--	200	added ('OK')	image/jpeg	etag:%22fcbb8749169e1c6202778c4267d6a2e4%22	https://s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/5308852042750351527LC_SELLC_Grand+Masters+Bay_K680470.jpg	/Users/jungyunseong/Documents/Development/Web/clinicplate-homepage3/s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/5308852042750351527LC_SELLC_Grand+Masters+Bay_K680470.jpg	(from https://josunhotel.com/hotel/JosunPalace.do)
16:32:33	246772/246772	---M--	200	added ('OK')	image/jpeg	etag:%2287e64d42d0a35f784a3d5bbe0ce01bf3%22	https://s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/16654685086773702081LC_SELLC_Constans_680470.jpg	/Users/jungyunseong/Documents/Development/Web/clinicplate-homepage3/s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/16654685086773702081LC_SELLC_Constans_680470.jpg	(from https://josunhotel.com/hotel/JosunPalace.do)
16:32:34	188625/188625	---M--	200	added ('OK')	image/jpeg	etag:%2214bd33e50fc4b2e1a938d869fe7b6d15%22	https://s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/13984837641583736323LC_SELLC_Grand+Masters680470.jpg	/Users/jungyunseong/Documents/Development/Web/clinicplate-homepage3/s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/13984837641583736323LC_SELLC_Grand+Masters680470.jpg	(from https://josunhotel.com/hotel/JosunPalace.do)
16:32:36	83848/83848	---M--	200	added ('200')	image/jpeg	date:Thu,%2028%20Aug%202025%2007:32:35%20GMT	https://josunhotel.com/revolution/content/fileImage.do?fileId=426029&cntntsSn=426020	/Users/jungyunseong/Documents/Development/Web/clinicplate-homepage3/josunhotel.com/revolution/content/03_signature-experience_01142d.jpg;	(from https://josunhotel.com/hotel/JosunPalace.do)
16:32:36	784344/784344	---M--	200	added ('200')	image/jpeg	date:Thu,%2028%20Aug%202025%2007:32:34%20GMT	https://josunhotel.com/revolution/content/fileImage.do?fileId=426028&cntntsSn=426020	/Users/jungyunseong/Documents/Development/Web/clinicplate-homepage3/josunhotel.com/revolution/content/1660x970%2026770.jpg;	(from https://josunhotel.com/hotel/JosunPalace.do)
16:32:37	168133/168133	---M--	200	added ('200')	image/jpeg	date:Thu,%2028%20Aug%202025%2007:32:36%20GMT	https://josunhotel.com/revolution/content/fileImage.do?fileId=426033&cntntsSn=426020	/Users/jungyunseong/Documents/Development/Web/clinicplate-homepage3/josunhotel.com/revolution/content/03_signature-experience_023e12.jpg;	(from https://josunhotel.com/hotel/JosunPalace.do)
16:32:39	264781/264781	---M--	200	added ('200')	image/jpeg	date:Thu,%2028%20Aug%202025%2007:32:37%20GMT	https://josunhotel.com/revolution/content/fileImage.do?fileId=426037&cntntsSn=426020	/Users/jungyunseong/Documents/Development/Web/clinicplate-homepage3/josunhotel.com/revolution/content/JPG_575x345%2026f95.jpg;	(from https://josunhotel.com/hotel/JosunPalace.do)
16:32:40	203306/203306	---M--	200	added ('200')	image/jpeg	date:Thu,%2028%20Aug%202025%2007:32:38%20GMT	https://josunhotel.com/revolution/content/fileImage.do?fileId=426041&cntntsSn=426020	/Users/jungyunseong/Documents/Development/Web/clinicplate-homepage3/josunhotel.com/revolution/content/575x345_2a7dc.jpg;	(from https://josunhotel.com/hotel/JosunPalace.do)
16:32:40	63601/63601	---M--	200	added ('200')	image/jpeg	date:Thu,%2028%20Aug%202025%2007:32:39%20GMT	https://josunhotel.com/revolution/content/fileImage.do?fileId=426045&cntntsSn=426020	/Users/jungyunseong/Documents/Development/Web/clinicplate-homepage3/josunhotel.com/revolution/content/03_signature-experience_05756b.jpg;	(from https://josunhotel.com/hotel/JosunPalace.do)
16:32:42	525746/525746	---M--	200	added ('200')	image/jpeg	date:Thu,%2028%20Aug%202025%2007:32:40%20GMT	https://josunhotel.com/revolution/content/fileImage.do?fileId=253318&cntntsSn=253316	/Users/jungyunseong/Documents/Development/Web/clinicplate-homepage3/josunhotel.com/revolution/content/img_visual_swchosun555c.jpg;	(from https://josunhotel.com/hotel/westinSeoul.do)
16:32:42	222295/222295	---M--	200	added ('OK')	image/jpeg	etag:%2293be251762dca08e217d03f1b3712573%22	https://s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/67110430284807643192025+%e1%84%80%e1%85%a1%e1%84%8b%e1%85%b3%e1%86%af+PKG_680X470_%e1%84%89%e1%85%a5%e1%86%b7%e1%84%82%e1%85%a6%e1%84%8b%e1%85%b5%e1%86%af+(1).jpg	/Users/jungyunseong/Documents/Development/Web/clinicplate-homepage3/s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/67110430284807643192025+%e1%84%80%e1%85%a1%e1%84%8b%e1%85%b3%e1%86%af+PKG_680X470_%e1%84%89%e1%85%a5%e1%86%b7%e1%84%82%e1%85%a6%e1%84%8b%e1%85%b5%e1%86%af+(1).jpg	(from https://josunhotel.com/hotel/westinSeoul.do)
16:32:43	249513/249513	---M--	200	added ('OK')	image/jpeg	etag:%22e4ca135ffc4630af3b366e6ac537a9fb%22	https://s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/118195702227271287223_2025+%ec%a1%b0%ec%8b%9d%ed%8c%a8%ed%82%a4%ec%a7%80_680%ef%80%a1470.jpg	/Users/jungyunseong/Documents/Development/Web/clinicplate-homepage3/s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/118195702227271287223_2025+%ec%a1%b0%ec%8b%9d%ed%8c%a8%ed%82%a4%ec%a7%80_680%ef%80%a1470.jpg	(from https://josunhotel.com/hotel/westinSeoul.do)
16:32:45	230046/230046	---M--	200	added ('OK')	image/jpeg	etag:%22ce7b6b3354f2343a721f78f8c3bbe8cf%22	https://s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/24451614276836068651_%ed%81%b4%eb%9f%bd%ec%a1%b0%ec%84%a0+5%ec%a3%bc%eb%85%84+%ed%8e%98%ec%8a%a4%ed%83%80_CMS+%ec%8d%b8%eb%84%a4%ec%9d%bc_PC.jpg	/Users/jungyunseong/Documents/Development/Web/clinicplate-homepage3/s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/24451614276836068651_%ed%81%b4%eb%9f%bd%ec%a1%b0%ec%84%a0+5%ec%a3%bc%eb%85%84+%ed%8e%98%ec%8a%a4%ed%83%80_CMS+%ec%8d%b8%eb%84%a4%ec%9d%bc_PC.jpg	(from https://josunhotel.com/hotel/westinSeoul.do)
16:32:45	259109/259109	---M--	200	added ('OK')	image/jpeg	etag:%22263c5f3e5f4fc38fcabf04f711830eee%22	https://s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/121267894587841343720_2025+Heritage+PKG_680X470_%ec%84%ac%eb%84%a4%ec%9d%bc.jpg	/Users/jungyunseong/Documents/Development/Web/clinicplate-homepage3/s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/121267894587841343720_2025+Heritage+PKG_680X470_%ec%84%ac%eb%84%a4%ec%9d%bc.jpg	(from https://josunhotel.com/hotel/westinSeoul.do)
16:32:46	321638/321638	---M--	200	added ('OK')	image/jpeg	etag:%22a0bf3aad6d2c170e3f52c65da646d3d9%22	https://s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/122731408199632981132025+Essence+of+Josun+PKG_680X470_%e1%84%8a%e1%85%a5%e1%86%b7%e1%84%82%e1%85%a6%e1%84%8b%e1%85%b5%e1%86%af_1.jpg	/Users/jungyunseong/Documents/Development/Web/clinicplate-homepage3/s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/122731408199632981132025+Essence+of+Josun+PKG_680X470_%e1%84%8a%e1%85%a5%e1%86%b7%e1%84%82%e1%85%a6%e1%84%8b%e1%85%b5%e1%86%af_1.jpg	(from https://josunhotel.com/hotel/westinSeoul.do)
16:32:47	335713/335713	---M--	200	added ('OK')	image/jpeg	etag:%228355c1f953748acfb8c5482de06b147a%22	https://s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/12437291415489355820_2025+Summer+PKG_680X470_%e1%84%89%e1%85%a5%e1%86%b7%e1%84%82%e1%85%a6%e1%84%8b%e1%85%b5%e1%86%af.jpg	/Users/jungyunseong/Documents/Development/Web/clinicplate-homepage3/s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/12437291415489355820_2025+Summer+PKG_680X470_%e1%84%89%e1%85%a5%e1%86%b7%e1%84%82%e1%85%a6%e1%84%8b%e1%85%b5%e1%86%af.jpg	(from https://josunhotel.com/hotel/westinSeoul.do)
16:32:47	263/263	---MC-	403	error ('Forbidden')	application/xml	date:Thu,%2028%20Aug%202025%2007:32:46%20GMT	https://s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/9492583367853267143K-RELAXATION+THERAPY_%e1%84%89%e1%85%a5%e1%86%b7%e1%84%82%e1%85%a6%e1%84%8b%e1%85%b5%e1%86%af_PC.jpg	/Users/jungyunseong/Documents/Development/Web/clinicplate-homepage3/s3.ap-northeast-2.amazonaws.com/files.crs.josunhotel.com/9492583367853267143K-RELAXATION+THERAPY_%e1%84%89%e1%85%a5%e1%86%b7%e1%84%82%e1%85%a6%e1%84%8b%e1%85%b5%e1%86%af_PC.39.delayed	(from https://josunhotel.com/hotel/westinSeoul.do)
